Density ,GSA ,VSA ,VF ,PV ,LCD ,PLD ,UG at PS ,UV at PS 
1.12,1131.9,1267.6,0.52,0.52,6.14,5.64,0.65,7.75
1.02,1179.8,1209.2,0.51,0.56,6.02,4.53,0.72,7.75
1.03,1270.5,1304.3,0.59,0.55,7.68,5.88,0.7,7.75
1.37,0,0,0.37,0.38,4.23,3.15,0.54,7.75
1.46,560.6,816.86,0.62,0.42,5.37,4.18,0.51,7.75
1.36,1010.89,1376.04,0.57,0.42,6.28,4.8,0.54,7.75
0.94,1042.76,983.9,0.57,0.61,5.6,4.36,0.77,7.75
1.2,858.39,1031.43,0.52,0.43,6.3,5.44,0.62,7.75
1.21,1091.95,1326.67,0.54,0.44,6.39,5.5,0.61,7.75
1.16,0,0,0.51,0.44,3.65,2.76,0.64,7.75
0.99,1320.51,1303.6,0.63,0.64,5.09,3.76,0.74,7.75
1.22,0,0,0.44,0.43,5.3,3.71,0.61,7.74
1.58,615.9,974,0.36,0.34,4.74,4.18,0.47,7.74
1.65,0,0,0.22,0.27,4.74,2.67,0.46,7.74
1.03,1263.1,1303.3,0.63,0.59,5.66,4.57,0.7,7.74
1.22,1449.76,1764.66,0.63,0.52,5.66,3.97,0.6,7.74
1.15,940.96,1083.53,0.53,0.46,7.14,4.81,0.64,7.74
0.97,1613.96,1559.29,0.59,0.61,6.13,4.37,0.75,7.74
0.91,1857.67,1698.74,0.62,0.67,5.32,4.27,0.78,7.74
1.19,778.08,925.62,0.64,0.53,4.59,3.76,0.61,7.74
1.47,592.9,871.3,0.41,0.37,6.16,3.77,0.51,7.73
0.99,1422.6,1413.3,0.55,0.6,6.14,4.53,0.73,7.73
1.04,1251,1295.4,0.59,0.55,7.59,5.94,0.7,7.73
0.92,1301.75,1202.14,0.57,0.61,6.84,4.68,0.79,7.73
0.91,1257.65,1146.77,0.6,0.66,7.97,4.92,0.79,7.73
1.04,1278.88,1324.03,0.55,0.53,6.08,4.7,0.71,7.73
1.11,915.74,1012.25,0.53,0.48,6.55,4.8,0.67,7.73
0.84,1837.06,1637.53,0.48,0.57,5.68,4.73,0.85,7.73
2.01,0,0,0.37,0.26,5.3,2.95,0.37,7.72
1.02,958.1,973.9,0.6,0.6,7.91,4.48,0.71,7.72
1.11,914.53,1018.63,0.55,0.49,8.23,4.83,0.66,7.72
1.41,897.76,1262.29,0.53,0.38,5.46,5.05,0.53,7.72
1.03,1265.78,1299.44,0.57,0.55,7.67,5.87,0.7,7.72
1.16,840,973.96,0.59,0.51,6.27,4.16,0.63,7.72
0.99,1272.4,1253.9,0.53,0.6,6,3.97,0.73,7.71
1.63,865.5,1411.2,0.6,0.35,6.88,6.49,0.45,7.71
1.06,1410.6,1492.3,0.61,0.56,6.2,4.54,0.68,7.71
1.02,1403.3,1437.1,0.59,0.56,6.77,3.94,0.71,7.71
1.14,915.28,1047.57,0.6,0.52,6.63,3.76,0.63,7.71
1.4,861.62,1202.66,0.58,0.41,5.87,4.01,0.52,7.71
1.38,625.51,862.16,0.53,0.39,6.03,5.47,0.54,7.71
1.24,909.41,1123.77,0.58,0.47,5.24,3.95,0.59,7.71
1.14,826.19,944.79,0.58,0.51,5.32,3.78,0.64,7.71
0.98,1425.61,1396.44,0.59,0.61,6.96,6.83,0.73,7.71
1.32,344.4,455.4,0.38,0.39,4.88,4.09,0.56,7.7
1.09,726.7,791.9,0.45,0.51,6.17,3.89,0.67,7.7
0.99,1581.7,1569.6,0.64,0.64,7.8,7.23,0.73,7.7
1.48,0,0,0.47,0.32,3.67,1.84,0.51,7.7
1.26,744.19,941.17,0.52,0.41,6.62,5.64,0.59,7.7
1.24,809.35,1001.28,0.57,0.46,4.66,3.86,0.6,7.7
1.63,846.19,1380.29,0.57,0.35,6.88,6.49,0.45,7.7
1.36,383.98,520.94,0.48,0.35,4.98,4.33,0.55,7.7
1.19,1532.34,1827.32,0.63,0.53,5.68,4.05,0.61,7.7
1.06,1237.6,1306.45,0.58,0.55,6.88,4.43,0.69,7.7
1.4,832.8,1163.1,0.51,0.39,5.79,4.22,0.52,7.69
1.84,651,1199.5,0.59,0.3,5.85,5.57,0.4,7.69
1.24,857.2,1060.59,0.53,0.43,6.87,6.02,0.6,7.69
1.04,1192.71,1242.9,0.61,0.58,6.34,3.92,0.69,7.69
1.17,901.27,1053.07,0.59,0.51,6.41,4.63,0.62,7.69
1.16,863.36,1003,0.6,0.52,6.38,4.19,0.62,7.69
1.05,688.88,720.8,0.54,0.52,6.32,3.77,0.7,7.69
0.87,1366.57,0,0.5,0.57,4.6,3.62,0.82,7.69
1.15,803,927.1,0.49,0.48,5.2,3.89,0.64,7.68
1.08,636.1,684.2,0.35,0.5,10.55,10.45,0.69,7.68
1.62,825.2,1329,0.59,0.34,7.07,6.73,0.45,7.68
0.98,1349.2,1319.9,0.57,0.62,6.18,4.11,0.73,7.68
1.81,0,0,0.15,0.24,3.35,2.78,0.41,7.68
1.19,1039.7,1233.7,0.49,0.47,7.75,6.13,0.62,7.68
1.35,889.07,1204.55,0.56,0.41,7.31,6.03,0.54,7.68
1.55,879.3,1362.66,0.57,0.37,7.03,6.71,0.47,7.68
1.18,854.09,1009.46,0.54,0.46,8.55,8.35,0.62,7.68
1.07,887.2,950.53,0.56,0.52,6.51,4.98,0.68,7.68
1.06,1316.08,1396.59,0.56,0.52,6.64,4.67,0.69,7.68
1.2,1183.7,1513.57,0.44,0.37,5.99,4.7,0.61,7.68
1.09,1186.6,1295.1,0.5,0.5,6.95,4.98,0.67,7.67
0.79,1619.07,1281.4,0.66,0.83,5.15,3.77,0.89,7.67
1.2,697.92,835.53,0.55,0.46,6.27,4.05,0.62,7.67
1.09,615.97,670.73,0.59,0.54,4.98,3.93,0.67,7.67
1.24,551,681,0.56,0.45,4.68,3.74,0.59,7.67
1.46,866.26,1264.94,0.57,0.39,7.76,5.37,0.5,7.67
1.03,1275.69,1313.47,0.56,0.55,7.66,5.85,0.7,7.67
1.1,991.63,1093.33,0.56,0.51,5.6,4.52,0.67,7.67
1.52,637.4,966.5,0.36,0.35,4.8,4.3,0.49,7.66
1.35,945.19,1272.48,0.55,0.41,6.19,5.42,0.55,7.66
0.89,1996.56,1784.54,0.63,0.7,6.32,4.25,0.79,7.66
0.9,1323,1194.41,0.63,0.7,6.16,4.32,0.79,7.66
1.23,1023.19,1255.06,0.45,0.37,7.48,7.27,0.59,7.66
1.07,1157.3,1240.6,0.51,0.53,6.05,4.18,0.67,7.65
1.72,0,0,0.25,0.19,2.83,2.52,0.43,7.65
1.17,1044,1223.5,0.53,0.51,5.18,3.81,0.62,7.65
1.62,0,0,0.27,0.32,4.37,2.89,0.46,7.65
1.07,1289.99,1383.17,0.57,0.53,5.99,4.37,0.67,7.65
1.06,1313.62,1395.46,0.55,0.52,6.24,4.44,0.69,7.65
1.51,0,0,0.56,0.37,7.73,2.71,0.49,7.65
1.79,528.93,948.92,0.55,0.3,6.66,4.27,0.41,7.65
1.17,829.07,969.03,0.55,0.47,7.52,4.53,0.63,7.65
0.89,1274.57,1139.37,0.6,0.67,5.33,4.12,0.8,7.65
0.98,1630.44,1562.79,0.56,0.57,7.87,7.36,0.73,7.65
1.03,1163.04,1097.85,0.46,0.45,6.88,4.98,0.7,7.65
1.14,765.8,872.6,0.35,0.45,8.25,7.58,0.65,7.64
1.3,253.3,329.54,0.48,0.37,4.34,3.78,0.57,7.64
1.69,673.78,1135.67,0.53,0.31,6.35,4.87,0.44,7.64
1.17,838.36,976.95,0.6,0.51,6.38,4.17,0.62,7.64
1.33,605.76,804.11,0.52,0.39,5.35,4.38,0.55,7.64
1.51,905.99,1363.54,0.57,0.38,7.12,6.79,0.48,7.64
1.1,802.14,878.46,0.58,0.53,6.41,4.38,0.66,7.64
0.86,1815.06,1562.25,0.61,0.71,6.49,4.43,0.82,7.64
1.02,1407.68,1429.97,0.6,0.59,7.09,4.5,0.71,7.64
0.8,2026.91,1617.05,0.63,0.79,7,4.64,0.89,7.64
0.96,1187.52,1301.09,0.48,0.49,6.32,4,0.75,7.64
1.02,1255.51,1445.01,0.47,0.46,6.78,3.94,0.7,7.64
1.67,834.7,1393.9,0.62,0.34,6.85,6.45,0.44,7.63
1.95,352.4,687.8,0.28,0.26,5.36,4.16,0.38,7.63
1.11,981.79,1094.44,0.57,0.52,5.75,4.02,0.65,7.63
1.09,394.6,431.8,0.58,0.53,5.96,4.09,0.66,7.63
2.79,0,0,0.49,0.18,5.52,2.96,0.27,7.63
1.23,772.88,951.64,0.5,0.4,5.65,5.08,0.59,7.63
1.12,520.15,581.94,0.58,0.52,4.94,4.06,0.65,7.63
1.36,511.96,698.16,0.56,0.41,7.18,4.94,0.54,7.63
1.42,915.57,1296.52,0.58,0.41,5.25,4,0.51,7.63
0.93,1291.8,1307.25,0.47,0.51,5.98,4.25,0.76,7.63
1.04,1278.33,1361.19,0.44,0.42,7.09,4.5,0.69,7.63
1.63,867.8,1415.6,0.6,0.35,6.87,6.5,0.45,7.62
1.28,999.9,1282.4,0.51,0.45,5.35,4.44,0.57,7.62
1.28,0,0,0.56,0.43,5.28,3.55,0.57,7.62
1.3,566.59,737.07,0.49,0.38,8.64,6.44,0.57,7.62
0.95,1671.81,1584.66,0.63,0.67,7,6.55,0.75,7.62
1.18,1373.65,1624.49,0.59,0.5,5.3,4.44,0.62,7.62
1.12,544.5,609.5,0.25,0.43,7.23,5.23,0.66,7.61
1.05,1444.3,1513.6,0.6,0.57,5.72,4.48,0.68,7.61
1.18,1076.9,1275.3,0.48,0.46,5.41,5.28,0.61,7.61
1.19,1538.2,1834.3,0.65,0.53,5.68,4.05,0.6,7.61
1.14,541.89,617.68,0.49,0.43,7.23,5.23,0.65,7.61
0.99,1331.84,1318.05,0.57,0.58,7.59,4.9,0.73,7.61
0.96,1151.59,1101.92,0.59,0.61,5.29,4.34,0.74,7.61
2.79,330.05,919.34,0.55,0.2,5.66,3.82,0.27,7.61
1.02,1095.55,1115.17,0.62,0.61,6.27,4.01,0.7,7.61
1.14,1038.3,1453.09,0.42,0.36,5.61,4.23,0.64,7.61
1.08,1297.8,1396.1,0.52,0.54,6.46,4.24,0.66,7.6
1.07,1123.7,1201.7,0.55,0.53,6.26,5.16,0.67,7.6
1.73,0,0,0.11,0.23,3.17,2.47,0.43,7.6
2.08,0,0,0.25,0.16,2.85,2.58,0.35,7.6
1.07,974.71,1041.12,0.56,0.52,7.67,3.77,0.68,7.6
1.27,199.99,254.04,0.5,0.39,4.94,3.85,0.58,7.6
0.76,2392.68,1816.73,0.63,0.84,5.38,4.24,0.91,7.6
1.32,931.24,1232,0.56,0.43,7.43,6.15,0.55,7.6
1.06,1178.15,1252.02,0.55,0.52,6.92,4.85,0.68,7.6
1.03,1274.56,1303.39,0.45,0.44,7.66,5.85,0.69,7.6
1.26,761,958.5,0.48,0.44,5.2,3.95,0.57,7.59
1.34,1020.6,1366.6,0.59,0.45,5.53,4.54,0.53,7.59
1.28,0,0,0.5,0.43,8.21,3.05,0.57,7.59
0.98,1200.19,1178.14,0.55,0.56,6.03,4.9,0.73,7.59
1.1,383.21,421.88,0.59,0.54,4.37,3.78,0.65,7.59
1.06,744.68,788.04,0.55,0.52,7.36,5.71,0.69,7.59
0.85,1267.6,1072.24,0.63,0.74,6.06,5.09,0.84,7.59
1.18,813.82,961.03,0.6,0.51,6.36,4.13,0.61,7.59
1.15,871.32,1003.13,0.55,0.48,5.91,4.87,0.63,7.59
1.11,930.25,1031.1,0.57,0.51,7.99,6.54,0.65,7.59
1.2,1097.1,1316.55,0.61,0.51,5.66,4.57,0.6,7.59
1.39,649.05,899.55,0.54,0.39,6.55,6.39,0.53,7.58
1,0,0,0.5,0.6,5.53,3.4,0.71,7.58
1.05,1204.67,1260.28,0.52,0.5,5.21,4.28,0.7,7.58
1.11,671.05,746.28,0.6,0.54,5.54,3.95,0.65,7.58
0.99,1272.72,1254.22,0.59,0.6,6,3.97,0.72,7.58
1.49,568.25,844.45,0.53,0.36,5.09,3.82,0.49,7.58
1.63,840.01,1369.6,0.56,0.35,6.87,6.5,0.44,7.58
0.79,2057.54,1635.23,0.62,0.78,5.64,4.52,0.87,7.58
1.05,1019.36,1443.33,0.47,0.45,4.86,4.09,0.68,7.58
1.17,0,0,0.45,0.49,8.97,2.83,0.62,7.57
0.95,951,927.3,0.56,0.61,5.76,3.88,0.74,7.57
1.04,1662.03,1731.1,0.62,0.6,5.58,4.56,0.68,7.57
0.93,1687.99,1571.69,0.64,0.69,7.68,7.19,0.75,7.57
1.07,650.91,694.67,0.56,0.52,5,4,0.67,7.57
1.14,665.63,756.35,0.5,0.44,6.69,5.85,0.64,7.57
1.01,1105.94,1151.81,0.41,0.41,7.12,6.45,0.71,7.57
1.2,860.7,1033.7,0.49,0.47,5.48,5.23,0.6,7.56
2.31,0,0,0.2,0.19,3.44,2.44,0.32,7.56
0.91,1803.57,1636.72,0.61,0.67,7.5,4.13,0.78,7.56
0.98,1484.76,1451.89,0.59,0.6,6.04,4.24,0.73,7.56
1.02,635.13,647.64,0.53,0.52,5.99,5.23,0.71,7.56
1.29,873.86,1129.87,0.55,0.42,7.82,4.91,0.56,7.56
0.79,2001.21,1580.52,0.63,0.79,5,4.23,0.88,7.56
0.97,1487.14,1443.4,0.58,0.6,5.29,4.29,0.73,7.56
1.67,542.9,906.18,0.52,0.31,6.31,4.13,0.44,7.56
0.99,1630.27,1590.72,0.57,0.57,7.82,7.33,0.71,7.56
0.89,1494.53,1210.98,0.54,0.6,4.57,3.97,0.79,7.56
1.69,841.6,1421.9,0.61,0.33,6.81,6.42,0.43,7.55
2.13,0,0,0.26,0.25,4.31,3,0.35,7.55
1.05,764.19,804.07,0.54,0.52,4.68,3.73,0.68,7.55
1.32,618.44,814.16,0.54,0.41,6.84,4,0.55,7.55
1.31,670.7,880.43,0.56,0.43,7.89,5.34,0.55,7.55
0.96,756.9,724.8,0.59,0.61,5.78,3.95,0.75,7.55
1.26,1118.74,1411.37,0.51,0.41,5.68,4.05,0.57,7.55
1.6,0,0,0.41,0.32,4.84,2.88,0.46,7.54
1.2,0,0,0.43,0.47,5.85,3.02,0.6,7.54
0.97,0,0,0.56,0.61,5.01,3.67,0.73,7.54
1.72,175.6,302.3,0.25,0.29,4.95,3.82,0.43,7.54
1.05,1320.95,1389.68,0.58,0.55,6.98,4.71,0.68,7.54
1.17,904.76,1057.91,0.57,0.49,5.3,4.17,0.61,7.54
1.13,1286.86,1455.58,0.57,0.51,5.56,4.4,0.64,7.54
0.93,1368.17,1269.55,0.61,0.65,6.29,4.52,0.76,7.54
0.78,2088.7,1626.52,0.66,0.84,6.61,4.33,0.88,7.54
3.91,175.4,686.3,0.33,0.11,4.98,4.35,0.19,7.53
1.59,0,0,0.55,0.34,4.46,2.24,0.46,7.53
1.32,545.13,721.08,0.48,0.36,8.68,6.2,0.55,7.53
1.98,594.05,1176.82,0.58,0.29,5.68,4.78,0.37,7.53
1.04,1258.13,1314.6,0.59,0.57,8.76,3.77,0.67,7.53
1.04,1333.16,1386.14,0.63,0.6,8.62,3.76,0.67,7.53
1.11,1272.66,1417.3,0.59,0.53,5.29,4.06,0.64,7.53
1.59,873.85,1391.56,0.57,0.36,6.89,6.5,0.45,7.53
1.7,499.9,850.1,0.34,0.31,7.07,4.5,0.43,7.52
1.67,823.1,1376,0.63,0.34,6.86,6.48,0.43,7.52
1.39,0,0,0.45,0.39,5.6,3.21,0.52,7.52
1.49,0,0,0.42,0.37,6.67,3.21,0.49,7.52
1.61,497.7,801,0.36,0.33,6.26,4.55,0.46,7.52
1.05,893.53,939.99,0.52,0.49,7.22,4.9,0.68,7.52
1.39,737.06,1026.27,0.58,0.41,5.2,4.2,0.52,7.52
1,1298.54,1299.55,0.58,0.57,7.1,4.62,0.71,7.52
1.07,1261.56,1349.7,0.56,0.52,6.38,5.57,0.67,7.52
1.03,975.21,1007.21,0.61,0.59,6.91,4.61,0.67,7.51
2.08,0,0,0.24,0.24,3.14,2.97,0.35,7.51
1.02,0,0,0.4,0.54,8.29,3.55,0.71,7.51
0.79,2051.31,1621.62,0.62,0.79,6.64,4.63,0.88,7.51
1.51,930.4,1400.3,0.6,0.38,7.11,6.81,0.47,7.5
1.62,0,0,0.06,0.23,3.15,2.52,0.46,7.5
1.47,583.28,854.79,0.52,0.36,5.22,4.42,0.5,7.5
1.17,891.15,1045.68,0.52,0.44,6.26,5.4,0.61,7.5
1.37,862.74,1183.55,0.53,0.39,6.39,5.7,0.52,7.5
1.13,1631.44,1841.74,0.61,0.54,5.3,4.24,0.63,7.5
0.98,1427.62,1393.69,0.59,0.61,6.98,6.83,0.71,7.5
1.09,1071.81,1166.67,0.55,0.51,6.04,4.77,0.65,7.5
1.06,1269.97,1376.07,0.42,0.4,6.64,4.67,0.67,7.5
1.24,0,0,0.42,0.41,4.71,3.03,0.57,7.49
1.8,0,0,0.4,0.29,5,2.74,0.4,7.49
1.13,668.5,758.5,0.38,0.45,6.7,5.88,0.64,7.49
1.12,711.5,798.6,0.31,0.44,6.68,5.81,0.65,7.49
1.02,1054.2,1071.9,0.52,0.53,7.21,4.52,0.69,7.49
1.03,1071.3,1098.3,0.56,0.57,6.88,4.98,0.68,7.49
1.27,841.09,1069.84,0.55,0.43,5.54,3.86,0.56,7.49
1.09,933.54,1013.78,0.59,0.54,6.56,4.85,0.65,7.49
1.11,1004.23,1112.55,0.54,0.49,6.57,6.18,0.65,7.49
1.11,605.75,672.7,0.55,0.5,10.44,10.34,0.65,7.49
1.24,1148.09,1425.52,0.61,0.49,6.76,3.88,0.57,7.49
1.03,1179.64,1213.43,0.58,0.57,5.92,3.97,0.69,7.49
1.16,1189.5,1380,0.53,0.5,6.92,5.66,0.61,7.48
0.82,1624.11,1324.24,0.61,0.75,6.47,5.41,0.85,7.48
0.98,1261.97,1235.49,0.6,0.61,5.87,4.54,0.72,7.48
1.38,543.77,749.74,0.49,0.36,8.26,6.47,0.53,7.48
1.38,863.71,1190.84,0.55,0.4,7.18,5.91,0.52,7.48
1.42,789.04,1118.04,0.59,0.42,5.13,4.08,0.5,7.48
1.34,863.09,1155.77,0.52,0.39,6.59,6.1,0.54,7.48
1.19,257.91,308.18,0.47,0.39,4.63,4.01,0.61,7.48
0.99,1262.76,1353.24,0.48,0.48,7.46,4.57,0.71,7.48
1.07,1102.59,1178.48,0.57,0.53,7.81,4.6,0.66,7.47
1.14,655.21,745.88,0.58,0.51,5.97,3.97,0.62,7.47
1.96,250.59,491.59,0.4,0.2,5.21,4.72,0.37,7.47
1.08,0,0,0.57,0.53,5.25,3.56,0.65,7.47
1.09,1068.11,1303.87,0.43,0.39,6.23,5.11,0.65,7.47
2.24,0,0,0.45,0.22,4.83,3.28,0.33,7.46
1.44,0,0,0.45,0.38,5.36,3.65,0.5,7.46
1,1366.11,1359.83,0.6,0.6,5.97,4.1,0.7,7.46
0.95,1361.8,1296.27,0.59,0.62,5.98,4.71,0.73,7.46
1.06,984.8,1046.8,0.57,0.53,7.75,6.26,0.66,7.46
1.65,632.53,1046.61,0.52,0.31,5.71,4.14,0.44,7.46
0.96,1150.98,1065.33,0.39,0.41,6.43,5.22,0.74,7.46
1.52,671.5,1021.4,0.44,0.34,5.77,4.61,0.47,7.45
1.31,839.8,1100.4,0.4,0.41,7.46,4.86,0.55,7.45
1.02,939.65,961.49,0.56,0.54,8.97,5.23,0.7,7.45
1.55,924.2,1432.2,0.61,0.37,7.02,6.72,0.46,7.45
0.91,0,0,0.51,0.66,4.72,3.71,0.76,7.45
1.11,1541.59,1711.26,0.59,0.53,5.5,4.51,0.63,7.45
1.06,524.52,554.65,0.56,0.53,5.03,3.82,0.67,7.45
1.2,787.98,946.79,0.6,0.5,6.34,4.14,0.59,7.45
1.08,1254.96,1356.76,0.59,0.54,6.4,5.96,0.64,7.45
1.24,496.24,613.52,0.58,0.47,6.68,3.85,0.57,7.45
1.11,1025.97,1139.5,0.57,0.51,5.76,4.63,0.64,7.45
1.21,1031.52,1115.64,0.43,0.36,5.97,4.93,0.59,7.45
1.09,975.9,1064.1,0.49,0.51,6.23,4.74,0.65,7.44
1.05,1459.9,1535.1,0.56,0.54,7.11,4.84,0.67,7.44
1.15,0,0,0.57,0.45,5.77,3.3,0.61,7.44
3.64,0,0,0.22,0.13,3.72,2.59,0.2,7.44
1.35,263.13,355.78,0.54,0.4,5.66,3.87,0.53,7.44
1.5,682.98,1024.61,0.5,0.33,7.38,4.84,0.49,7.44
1.04,1085.73,1132.93,0.59,0.56,6.38,4.1,0.67,7.44
1.13,1126.87,1273.5,0.6,0.53,6.19,5.42,0.63,7.44
0.78,2242.6,1754.9,0.64,0.82,5.63,4.18,0.87,7.44
1.39,0,0,0.48,0.39,4.68,3.44,0.51,7.43
0.96,1941.9,1866.5,0.71,0.66,5.36,4.44,0.71,7.43
1.09,1316.5,1441.4,0.55,0.53,6.19,4.19,0.64,7.43
1.18,828.2,977.7,0.44,0.46,8.51,8.34,0.6,7.43
1.29,829.1,1070.6,0.42,0.44,8.46,4.31,0.56,7.43
1.2,1002.5,1201.1,0.5,0.51,8.69,4.95,0.59,7.43
0.97,1306.93,1268.61,0.57,0.58,7.66,4.85,0.72,7.43
1.04,1031.31,1068.17,0.62,0.59,7.07,4.54,0.68,7.43
0.94,1221.18,1532.19,0.48,0.51,4.77,4.06,0.75,7.43
1.03,1271.22,1305.69,0.45,0.44,7.62,5.8,0.67,7.43
1.22,0,0,0.31,0.4,4.09,3.05,0.58,7.42
2.26,0,0,0.43,0.19,4.98,1.55,0.32,7.42
1.14,1137.05,1294.4,0.57,0.5,7.03,5.57,0.61,7.42
0.94,1060.88,994.03,0.57,0.61,5.64,4.38,0.74,7.42
1.46,908.9,1329.38,0.57,0.39,5.76,4.72,0.49,7.42
1.66,600.8,996.9,0.48,0.33,6.91,5.51,0.43,7.41
1,1238,1241.6,0.56,0.6,5.27,4.42,0.69,7.41
2.7,0,0,0.22,0.16,3.9,2.76,0.27,7.41
1.46,824.2,1200.8,0.48,0.36,6.37,5.56,0.49,7.41
0.99,1391.19,1373.91,0.62,0.63,5.49,4.15,0.7,7.41
1.44,0,0,0.46,0.32,4.33,3.41,0.5,7.41
0.99,0,0,0.58,0.58,5.19,3.21,0.7,7.41
1.13,1249,1414.14,0.61,0.54,6.03,4.3,0.62,7.41
1.16,1175.16,1323.5,0.45,0.39,6.26,4.25,0.6,7.41
0.92,1307.05,1525.85,0.49,0.53,4.88,3.98,0.75,7.41
1.11,1044.3,1272.49,0.42,0.37,5.7,4.97,0.63,7.41
1.92,0,0,0.15,0.23,2.93,2.68,0.38,7.4
1.3,815.5,1060.5,0.49,0.44,5.73,4.18,0.54,7.4
0.95,1346.6,1277.3,0.58,0.63,6.29,4.53,0.72,7.4
0.99,1656.5,1647.5,0.66,0.64,7.82,7.33,0.7,7.4
0.91,0,0,0.51,0.66,4.72,3.7,0.76,7.4
0.73,2332.61,1700.19,0.64,0.88,4.87,4.23,0.93,7.4
0.92,1379.03,1271.45,0.62,0.67,5.84,4.47,0.75,7.4
0.79,1645.98,1301.78,0.6,0.76,8.1,4.72,0.87,7.4
1.15,733.42,842.23,0.51,0.45,6.35,4.66,0.62,7.4
1.12,962.97,1083.25,0.55,0.49,6.86,5.21,0.63,7.4
1.32,676,894.6,0.51,0.41,5.43,4.61,0.54,7.39
1.23,0,0,0.52,0.4,5.14,3.56,0.57,7.39
1.18,837.92,984.96,0.52,0.44,7.11,5.29,0.6,7.39
1.27,1011.13,1287.69,0.57,0.45,5.75,3.85,0.55,7.39
0.99,1386.57,1370,0.62,0.62,6.83,3.8,0.7,7.39
1.39,859.07,1191.34,0.55,0.4,7.2,5.93,0.51,7.39
1.12,858.07,962.63,0.58,0.52,5.31,3.79,0.62,7.39
0.8,2031.69,1619.54,0.62,0.77,5.6,4.5,0.85,7.39
0.93,1613.97,1628.44,0.53,0.57,6.19,4.95,0.73,7.39
1.09,831.2,901.7,0.54,0.52,5.64,3.88,0.64,7.38
1.12,875.81,977.3,0.56,0.5,6.59,4.27,0.63,7.38
0.77,2167.75,1666.05,0.66,0.85,6.54,4.34,0.87,7.38
1.1,905.95,992.48,0.55,0.5,8.95,5.83,0.64,7.38
1.09,330.39,361.28,0.58,0.53,4.33,3.74,0.63,7.38
1.08,1118.63,1205.95,0.57,0.53,7.08,5.49,0.65,7.38
1.23,0,0,0.37,0.39,4.32,3.05,0.58,7.37
0.84,1818.68,1534.47,0.64,0.76,7.53,7.09,0.8,7.37
1.22,932.92,1138.32,0.56,0.46,5.79,3.8,0.58,7.37
1.12,691.06,775.61,0.5,0.44,6.67,5.81,0.64,7.37
1.03,719.83,743.44,0.54,0.53,7.94,4.75,0.68,7.37
1.04,1175.1,1216.57,0.57,0.55,5.94,4.18,0.68,7.37
0.9,1192.25,1070.52,0.59,0.65,7.21,4.52,0.77,7.37
0.98,1102.9,1044.9,0.53,0.58,5.91,3.93,0.7,7.36
1.85,401.4,742.2,0.25,0.24,5.21,4.69,0.39,7.36
1.07,988.9,1061.3,0.52,0.51,6.01,5.1,0.65,7.36
1.25,852.5,1067,0.48,0.46,5.56,3.91,0.56,7.36
0.93,938.71,877.64,0.51,0.55,7.25,4.3,0.76,7.36
1.05,903.41,946.57,0.62,0.59,5.38,4.34,0.66,7.36
1.08,935.55,1008.64,0.55,0.51,6.15,4.74,0.65,7.36
1.2,502.07,601.26,0.52,0.44,6.87,4.46,0.59,7.36
1.16,1259.75,1461.1,0.61,0.52,5.05,4.31,0.6,7.36
1.18,1241.06,0,0.49,0.41,5.1,3.7,0.59,7.36
1.1,905.95,992.48,0.55,0.5,8.95,5.83,0.64,7.35
1.08,0,0,0.55,0.5,4.59,3.25,0.65,7.35
1.35,570.64,768.17,0.55,0.41,6.36,4.31,0.53,7.35
0.93,1388.67,1293.34,0.6,0.65,5.98,4.25,0.73,7.35
1.06,523.3,552.4,0.63,0.6,5.41,4.64,0.66,7.35
1.06,1008.13,1068.01,0.57,0.53,7.74,6.25,0.65,7.35
1.28,778.5,994.1,0.5,0.45,6.39,3.94,0.55,7.34
1.02,1068.8,1088,0.57,0.61,6.27,4.01,0.68,7.34
1.06,955.98,1009.48,0.6,0.57,4.94,3.73,0.65,7.34
1.23,834.01,1024.27,0.56,0.46,5.15,4.42,0.57,7.34
1.21,458.16,556.25,0.54,0.44,4.76,3.77,0.57,7.34
1.19,867.81,1028.84,0.52,0.44,6.27,5.41,0.59,7.34
1.29,656.63,848.6,0.53,0.41,8.36,6.51,0.55,7.34
1.05,1038.11,1086.29,0.52,0.5,5.71,3.98,0.66,7.34
0.95,1662.1,1585.9,0.62,0.63,6.02,4.58,0.72,7.33
1.18,680.59,802.87,0.58,0.5,5.41,4.22,0.6,7.33
1.01,1228.21,1243.16,0.59,0.58,5.92,4.12,0.68,7.33
1.05,0,0,0.44,0.53,5.36,3.67,0.66,7.32
1.25,1078.2,1352.3,0.52,0.51,8.99,4.24,0.56,7.32
0.94,1024.1,961.18,0.58,0.62,5.86,4.21,0.73,7.32
0.96,1933.04,1857.94,0.64,0.66,5.35,4.45,0.7,7.32
1,1238.22,1241.83,0.6,0.6,5.28,4.42,0.68,7.32
0.99,1215.77,1208.23,0.64,0.64,6.04,3.88,0.69,7.32
0.94,1051.85,993.81,0.56,0.6,7.03,6.62,0.73,7.32
0.98,1329.17,1307.4,0.57,0.58,5.89,4.52,0.7,7.32
1.03,1074.14,1101.16,0.58,0.57,6.88,4.98,0.67,7.32
1.27,0,0,0.52,0.41,7.99,3.36,0.56,7.32
1.08,955.83,1036.65,0.57,0.52,7.85,6.37,0.64,7.32
0.94,1312.82,1372.49,0.49,0.52,6.23,4.29,0.72,7.32
0.98,1467,1434.5,0.54,0.61,6.05,4.24,0.7,7.31
